content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP
@Apple can suck my dick gotta restore my ipad #annoyed	0	negative	1	3	1	0	0	1	-3.463	0.338	-9	0.015625	0	-0.6328125	negative	0	1	0	-3	-5.228	negative	0	0	1.0979999999999999	0	0	1
@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either	0	neutral	0	0	0	0	0	0	-7.705	2.7119999999999997	0	0.0316162109375	0	-0.12496566772460938	negative	0	0	0	-1	-2.362	neutral	0	0	1.831	0	0	1
@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet.	0	negative	0	1	1	0	0	0	-5.1530000000000005	2.5169999999999995	-3	0.125	0	-1.9598445892333984	negative	0	0	0	-2	-5.257000000000001	neutral	0	0	1.189	0	0	1
The line at the @apple is just STUPID	0	neutral	1	1	1	0	0	0	-2.661	0.19	-2	0.17260742558937636	0	-0.265625	neutral	0	1	0	-1	-1.9089999999999998	negative	0	0	0.5069999999999999	0	0	1
RT @TerryStorch: With @twitter and @apple partnership would be great if SMS from 40404 to iOS devices would use imessage.	0	positive	1	0	0	1	0	3	-4.694	4.101	0	0.133026123046875	0	0.0	positive	0	0	1	-1	-2.5860000000000003	neutral	0	0	3.566	1	0	3
@nansen Man that sux! @apple io5 upgrade a total #fail for you!	0	negative	1	1	1	0	0	0	-4.085999999999999	3.5869999999999997	-2	0.2872314453125	0	-0.3946533203125	neutral	0	0	0	-3	-4.849	negative	0	0	0.743	0	0	2
RT @nansen: warning @apple iphone friends. I updated to iOS5 and thought i loved it. Now cant send SMS. total #fail with restore. phone freezes!	0	positive	2	3	2	1	1	4	-3.999	4.596	-5	0.625	0	-0.8360595703125	negative	0	0	0	-3	-8.864	negative	0	0	3.2379999999999995	0	1	4
Dear @Apple Contacts you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.	0	negative	2	1	1	0	0	2	-6.366	1.4120000000000001	-3	0.664794921875	0	-0.75115966796875	negative	1	1	1	-4	-4.989000000000001	negative	1	1	1.7590000000000001	0	1	2
Is it too much to ask which app is incompatible @apple? http://t.co/yKqip7nk	0	neutral	0	1	2	0	0	0	-2.6759999999999997	0.613	0	0.275390625	0	-0.33187890625	neutral	1	1	0	-1	-5.99	negative	1	1	0.01	0	0	1
Loving #iOS5 !! #awesome @Apple	0	positive	1	0	0	2	0	6	-1.313	3.5629999999999997	0	1.5	1	0.0	positive	0	0	1	-1	0.0	positive	0	0	3.5970000000000004	1	0	4
Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often	0	negative	0	0	0	0	0	0	-4.277000000000001	3.8890000000000007	-4	0.3399391174316406	0	-1.03125	negative	0	0	1	-3	-4.804	negative	0	0	4.57	0	0	1
@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!	0	negative	0	0	1	1	0	2	-5.311000000000001	2.122	-4	0.125	0	-1.609375	negative	0	0	0	-4	-7.538000000000001	negative	0	0	3.255	0	0	2
RT @MattyRiesz: @kathrynyee You were right an iPhone is a must have. #addicted {WELCOME TO THE @APPLE CLUB}	0	positive	2	1	0	2	0	2	-2.585	4.762	0	0.1993408203125	0	-0.333734806652501	positive	0	0	0	-1	-1.8110000000000002	positive	0	0	1.436	0	0	2
Dear @apple can I still use #iWeb for my #mobileme website if I convert to iCloud with my Apple ID for mail and iCal??? #help #dtv thanks!	0	positive	2	0	0	0	1	6	-6.199999999999999	4.535	0	0.565521240234375	0	-0.11694145202636719	positive	0	0	2	-1	-7.429	neutral	0	0	3.083	0	0	3
hey @apple do you wanna fix my fucking playlist order you piece of shit	0	negative	0	2	0	0	0	0	-4.993999999999999	3.807000000000001	-8	0.03125190734863281	0	-0.2940483093261719	neutral	0	1	0	-2	-3.737	negative	1	1	1.817	0	0	2
#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple	0	neutral	1	0	0	0	0	0	-1.799	3.726	0	0.5	1	-0.007568359375	positive	1	0	2	-1	-0.561	neutral	0	0	5.271000000000001	1	0	1
Thank you @apple for your innovations. Exhibit A: Guy playing with Facetime instead of watching game at sports bar. http://t.co/oU7K39ge	0	positive	1	0	2	1	0	2	-2.376	5.649	0	0.046875	0	-0.156829833984375	neutral	0	0	0	-1	-0.653	positive	0	0	3.723	0	0	2
@apple bouncer is more badass than any bar bouncer out there. Making Steve Jobs proud.	0	positive	1	0	1	1	1	2	-3.16	4.725	-3	0.4375	1	-0.09613418579101562	positive	0	0	1	-1	-1.143	neutral	0	0	2.876	1	0	2
@blackberry boo hiss!............@apple wuhu!!!!!!!! When will my berry powered technology actually work??	0	positive	1	1	0	1	0	0	-5.083	7.056999999999999	0	0.07428010576404631	0	-0.0703125	negative	0	2	1	-1	-4.899	positive	0	1	3.6959999999999993	0	1	2
Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple	0	neutral	0	1	1	0	1	0	-4.412	2.007	-1	0.3262939453125	0	-0.3081396222114563	negative	0	0	1	-1	-2.1319999999999997	negative	0	0	1.894	0	0	1
#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps data and syncing	0	neutral	0	2	2	0	0	0	-5.96	3.5610000000000004	0	0.0932533749146387	0	-0.310546875	neutral	0	1	0	-1	-4.422000000000001	negative	1	0	1.094	1	0	1
Lmao RT @RobynheaRtz: He asked Siri where's the hoes at &amp; she told him where the nearest escorts were I love @apple	0	positive	1	0	0	1	0	7	-7.599	2.864	0	0.352294921875	1	-0.03125	neutral	0	0	1	-1	-3.326	neutral	0	0	1.859	0	0	3
@Apple why do you have such a beef with @Windows?  #cantwealljustgetalong	0	neutral	0	0	0	0	0	0	-3.5599999999999996	1.632	0	0.0	0	-0.6400442123413086	neutral	0	0	0	-1	-1.276	neutral	0	0	0.913	0	0	1
He asked Siri where's the hoes at &amp; she told him where the nearest escorts were I love @apple	0	positive	1	0	0	1	0	3	-6.407	1.778	0	0.352294921875	1	-0.03125	neutral	0	0	1	-1	-3.326	neutral	0	0	1.821	0	0	3
Just made the switch from @BlackBerry  to @apple and never looking back! #bbwho?	0	positive	2	0	0	0	0	0	-3.3529999999999998	1.217	0	0.46997070126235485	0	-0.375	positive	0	0	0	-1	-1.078	neutral	0	0	1.653	0	0	2
RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.	0	negative	2	2	2	0	0	2	-4.507	4.103999999999999	-2	0.923492431640625	0	-0.9102783203125	neutral	0	0	1	-2	-6.341000000000001	negative	0	0	2.5520000000000005	0	0	1
What's up #twitpeeps? How's every @apple user liking iOS 5?	0	positive	1	0	0	1	0	0	-3.8569999999999998	0.452	0	0.3662109375	1	0.0	neutral	0	0	1	-1	-2.161	neutral	0	0	0.29700000000000004	1	0	3
â€œ@42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5Everyone go subscribe to notsosuperpro! #shamlessselfpromotionâ€	0	positive	1	0	0	0	1	0	-2.093	1.5950000000000002	0	7.324796315515414E-4	0	-0.00390625	positive	0	0	0	-1	-0.9339999999999999	neutral	0	0	0.6689999999999999	0	0	2
RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5Everyone go subscribe to notsosuperpro! #shamlessselfpromotion	0	positive	1	0	0	0	1	0	-2.093	2.208	0	7.324796315515414E-4	0	-0.00390625	positive	0	0	0	-1	-0.9339999999999999	neutral	0	0	0.707	0	0	2
So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT	0	positive	4	0	0	3	2	8	-6.293	4.106	0	0.8254414787813857	1	-0.873046875	neutral	0	0	2	-1	-3.9540000000000006	negative	0	0	2.937	0	0	3
@Reddclay81 now that were done prasing @Apple 's #iOS5Everyone go subscribe to notsosuperpro! #shamlessselfpromotion	0	positive	1	0	0	0	1	0	-2.093	1.5950000000000002	0	7.324796315515414E-4	0	-0.00390625	positive	0	0	0	-1	-0.9339999999999999	neutral	0	0	0.6689999999999999	0	0	2
@apple by far the best iPod and first time iPhone ever.... Good job guys	1	positive	2	0	0	2	2	6	-2.062	2.659	0	0.8648893255740404	1	-0.2568626403808594	positive	0	0	2	-1	-1.7149999999999999	positive	0	0	4.033	1	0	2
on that @Apple shit hard change my twitter name to @_iFynest	0	negative	0	2	1	0	0	0	-3.9059999999999997	1.1629999999999998	-5	0.07983088493347168	0	-0.4126318097114563	neutral	0	1	0	-2	-2.0	neutral	1	1	0.424	0	1	1
I want Siri on my iPhone4 ! @apple	0	positive	1	0	0	0	0	1	-2.333	0.496	0	0.03125	0	-0.28271484375	neutral	0	0	0	-1	-1.6219999999999999	neutral	0	0	1.1099999999999999	0	0	2
So @apple the new iMessage is great and all but is there a way to default to SMS when I'm not on wifi? I have limited data.	0	positive	1	1	1	1	0	3	-5.900999999999999	2.251	-1	0.5181884765625	0	-1.0512113571166992	negative	2	2	0	-1	-5.039000000000001	neutral	1	1	3.736	0	1	3
not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help	0	neutral	4	0	0	2	1	5	-2.679	1.6119999999999999	0	0.7393798828125	1	-0.6669266782955674	negative	0	0	1	-1	-4.783	negative	0	0	3.882999999999999	1	0	1
Thank you Steve @apple store 5th av. http://t.co/nSAisriP	0	positive	1	0	0	1	1	2	-2.3089999999999997	3.1100000000000003	0	0.0	0	0.0	neutral	0	0	1	-1	-0.573	positive	0	0	1.1700000000000002	0	0	2
@apple so iMac or MacBook pro?	0	neutral	1	0	0	0	0	0	-2.1529999999999996	0.253	0	0.0	0	0.0	neutral	0	0	0	-1	-1.1640000000000001	neutral	0	0	0.36	0	0	1
Right. Migrate from older mbp to imac using ethernet not firewire. Thanks Drew for saving me some $. @apple http://t.co/IAHHaGXy	0	positive	1	0	0	1	0	2	-4.204	4.5569999999999995	0	0.5078125	0	-0.6467812620358018	neutral	1	0	0	-1	-5.218	neutral	0	0	1.0170000000000001	0	0	2
Dear @apple yesterday you sucked. Today you're awesome! Thanks LP Apple store crash and burn mich ave store.	1	positive	2	3	1	1	2	8	-4.649	5.537999999999999	-2	1.283069133758545	0	-0.1659393310546875	positive	1	1	3	-2	-3.4699999999999998	neutral	0	0	4.785000000000001	0	1	4
All I can say about @Apple right now is #GoodRiddance â€” See? Cancer isn't ALL BAD!	0	negative	1	2	2	1	0	0	-4.196000000000001	1.4340000000000002	-4	0.6929937601089478	0	-0.4056161009029893	negative	2	2	0	-3	-4.175	negative	2	2	0.7939999999999999	0	2	1
@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh	0	neutral	1	0	1	1	1	1	-2.4749999999999996	2.311	0	0.625	0	-0.21875	neutral	0	0	2	-1	-6.807	neutral	0	0	3.161	0	0	1
@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od	0	neutral	0	0	0	0	0	0	-2.5949999999999998	1.097	0	0.0634765625	0	0.0	neutral	0	0	0	-1	-0.9339999999999999	neutral	0	0	1.166	0	0	1
Back to the Future 2 where @Apple didn't even have IPhone	0	neutral	2	0	0	0	0	0	-2.8729999999999998	0.7669999999999999	0	0.18687438778579235	0	-0.12445354461669922	negative	0	0	0	-1	-2.823	neutral	0	0	0.859	0	0	1
Why didn't @Apple merge the address and search bars in Safari ala Crome in iOS 5? #simplethings	0	neutral	0	0	0	0	1	0	-7.625000000000001	1.279	0	2.86102294921875E-6	0	0.0	negative	0	0	1	-1	-3.7609999999999997	neutral	0	0	3.9290000000000003	0	0	1
@Apple's Siri is witchcraft.  What's next @googleresearch. 2 yr lead lost?	0	neutral	0	1	1	1	0	0	-3.7569999999999992	0.419	-3	0.00445682555437088	0	-0.114013671875	neutral	2	2	1	-1	-2.012	positive	0	1	0.312	0	1	1
@reddclay81 Well then!P.S. Did you respond so fast because of @Apple 's #iOS5 ?	0	positive	1	0	0	2	0	0	-3.425	1.223	0	0.30426812362670896	0	0.0	neutral	0	0	0	-1	-1.267	neutral	0	0	0.711	0	0	2
@adityasood @apple @Quora I totally agree was talking w/friends about that yesterday. Siri Everywhere!	0	positive	1	0	0	0	0	1	-3.862	1.9869999999999999	0	0.984375	0	-0.15625	positive	0	0	1	-1	-1.2730000000000001	neutral	0	0	5.576	0	0	2
@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.	0	negative	2	3	3	0	0	0	-7.298000000000001	3.652	-2	0.297088623046875	0	-0.2548936795137706	neutral	2	2	0	-2	-5.1290000000000004	negative	0	0	1.297	0	1	1
How much do @Appleâ€™s factories cost? | asymco http://t.co/GH0tvqMO	0	neutral	0	0	0	0	0	0	-7.596	0.789	0	0.2734375	0	-0.15621566772460938	neutral	0	0	0	-1	-0.934	neutral	0	0	0.0	0	0	1
@Apple hits @Samsung in court again - http://t.co/l6brF3yB	0	neutral	1	0	0	0	1	0	-1.596	0.6659999999999999	0	0.09381103515625	0	0.0	neutral	0	0	0	-1	-0.968	neutral	0	1	0.82	0	1	1
@Apple iOS 5 is sweet! Notifications phone search covers mail now wifi sync iCloud backup and integrated Twitter are all well done.	1	positive	2	0	0	3	2	2	-6.948999999999999	3.823	0	0.7131235618591308	1	-0.41015625	positive	0	0	1	-1	-5.823	positive	0	0	5.137	1	0	3
@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever	1	neutral	0	0	0	0	1	0	-5.398999999999999	0.7080000000000001	0	0.164610005904251	0	-0.0078125	neutral	0	0	1	-1	-3.775000000000001	negative	0	1	2.158	0	0	1
@Mvm549 well if it told you what you did to it or how it happened it would be concrete evidence that @Apple is logging your life. :l	0	positive	2	0	0	1	0	0	-8.631	4.222000000000001	0	0.27312493515014646	0	0.0	positive	0	0	0	-1	-3.0280000000000005	neutral	0	0	0.487	0	0	2
Having a problem with my iPhone. I can't make/receive calls/text but I can surf the net. Anyone knows what to do? @apple	0	negative	0	1	1	0	0	0	-7.585	1.298	-2	0.0	0	-0.3749656677246094	negative	1	1	0	-2	-3.766	negative	0	0	2.92	0	1	1
RT @katebetts: Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s	0	positive	3	0	0	2	2	7	-2.473	5.5379999999999985	0	1.1005859375	1	-0.21875	positive	0	0	2	-1	-0.749	positive	0	0	5.906	1	0	3
U pick Camera&amp;Iphone4s orCamera&amp;Ipad2?????????????? @apple	0	neutral	0	0	0	0	0	0	-2.057	0.499	0	0.0	0	-0.0944671630859375	neutral	0	0	1	-1	0.0	neutral	0	0	0.0	0	0	1
@Apple Y U NO LET ME PRE-ORDER IPHONE 4S?	0	neutral	0	0	0	0	0	0	-3.3059999999999996	0.79	-1	0.0	0	-0.15625	negative	0	0	0	-1	-2.3209999999999997	neutral	0	0	0.0	0	0	1
@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.	1	positive	0	0	0	1	1	0	-1.511	3.195	0	0.001953125	1	0.0	positive	0	0	1	-1	-2.865	neutral	1	0	2.408	1	0	3
Twitter mentions for Apple Store: http://t.co/EUAidWk2 - RT @deb_lavoy the nice guy at the @apple store replaced my phone gratis when I ...	0	positive	1	0	0	1	2	3	-3.7089999999999996	4.133	0	0.37890625	0	-0.1875	positive	0	0	2	-1	-3.6910000000000003	positive	0	0	3.0229999999999997	0	0	2
Can someone explain to me how the hell iMessage differs from a text message? @Apple #fb	0	negative	0	1	1	0	0	0	-6.357	1.3890000000000002	-4	0.0625	0	-0.5	neutral	1	1	1	-2	-1.323	neutral	1	1	0.473	1	1	1
Can someone explain to me how the hell iMessage differs from a text message? @Apple	0	negative	0	1	1	0	0	0	-5.319	1.2040000000000002	-4	0.0625	0	-0.5	neutral	1	1	1	-2	-1.323	neutral	1	1	0.473	1	1	1
Another great James Stewart story in today's NY Times about importance of architecture in @apple retail success http://t.co/Kniz452s	0	positive	3	0	0	2	2	7	-2.473	4.925	0	1.1005859375	1	-0.21875	neutral	0	0	2	-1	-0.749	positive	0	0	5.867999999999999	1	0	3
I &lt;3 @apple http://t.co/ondXWpEr	0	neutral	0	0	0	0	0	0	-1.4849999999999999	0.0	0	0.0	0	-0.03125	neutral	0	0	0	-1	-0.418	positive	0	0	0.0	0	0	1
RT @gustaav0: @apple store soh	0	neutral	0	0	0	0	1	0	-1.313	0.613	0	0.0	0	0.0	neutral	0	0	1	-1	-0.266	neutral	0	0	0.11599999999999999	0	0	1
@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)	0	negative	1	3	2	1	1	0	-5.521	2.3609999999999998	-3	0.03125	0	-0.2835000120358018	neutral	0	0	0	-4	-4.1610000000000005	negative	0	0	2.843	0	0	1
I hate you @apple for not sending Toledooh @bestbuy any @iPhone for @verizon even after I pre ordered!!!	0	negative	1	1	1	0	0	0	-16.195	3.004	-3	0.0731048583984375	0	-1.3125	neutral	1	1	0	-4	-9.456999999999999	negative	1	1	1.6939999999999997	0	1	2
@pmphillips @apple If my non-Apple equipment broke this often I guess I'd need an Asus genius bar. But it doesn't so I don't :-)	1	neutral	1	1	2	1	0	0	-5.272	2.8920000000000003	-1	0.59375	0	-0.9745750427246094	negative	1	1	1	-1	-6.032000000000002	negative	0	0	2.6320000000000006	0	1	1
Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)	0	neutral	0	0	0	0	0	0	-6.2109999999999985	0.909	0	0.9195556640625	0	-0.5191917419433594	negative	0	0	0	-1	-8.398000000000001	negative	0	0	2.1799999999999997	0	0	1
@Apple feel free to accidently ship me a new iPhone 4s #nobigdeal	0	neutral	1	0	0	1	1	1	-3.616	1.401	0	0.1440138816833496	0	-0.0625	neutral	0	0	0	-1	-3.9379999999999997	neutral	0	0	1.177	0	0	1
Dear @Apple how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\\mbl^.%)	0	positive	1	0	0	1	0	2	-5.099	2.847	0	0.3750613557640463	0	-0.375	negative	0	0	1	-1	-5.091	negative	0	0	1.845	0	0	2
@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?	0	negative	0	0	0	0	0	0	-8.233999999999998	1.827	-4	0.25738584995269775	0	-0.47258758544921875	negative	0	0	0	-3	-7.119	neutral	0	0	0.939	0	0	1
Welcome to the twitter world @MarkStuver. This is due to #iOS5 and @apple thanks guys.	0	positive	1	0	0	1	0	4	-2.471	5.524000000000001	0	0.09375	0	-0.00146484375	positive	0	0	0	-1	-1.837	positive	0	0	2.421	0	0	2
#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps	0	positive	0	0	0	1	0	4	-1.755	3.241	0	0.1826362358260667	1	-0.21240234375	positive	0	0	1	-1	-0.944	neutral	0	0	2.9179999999999997	0	0	2
@apple How much is the student discount on the MacBook Air in Canada? Your reps have said both $50 and $100. Which is it? Thanks! #laptop	0	positive	0	0	0	0	0	2	-5.565999999999999	5.669	0	0.3046875	0	-0.18695354461669922	neutral	0	0	0	-1	-3.7749999999999995	neutral	0	0	3.09	0	0	3
Happy Steve Job's Day everyone! http://t.co/nGmZETm3 @Apple	0	positive	1	0	0	1	1	3	-1.496	2.6729999999999996	0	0.5166015625	1	-0.006862640380859375	positive	0	0	2	-1	-0.011	positive	0	0	2.2150000000000003	1	0	2
@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???	0	neutral	2	0	0	1	0	3	-4.343	1.531	0	0.255859375	0	-0.5625	neutral	0	0	3	-1	-1.4580000000000002	neutral	0	0	0.597	1	0	1
has the new iOS5 changed the way the iPad charges? I've noticed I can charge from my laptop &amp; iPhone charger now @toptweets @BBCClick @apple	0	neutral	0	0	0	0	0	0	-2.9459999999999997	1.3129999999999997	-2	0.4825449026939168	0	-0.06640625	neutral	0	0	1	-1	-7.3290000000000015	neutral	0	0	4.021999999999999	0	0	1
You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease	0	positive	2	0	0	2	1	5	-4.694999999999999	3.5359999999999996	-1	1.4730377197265625	1	0.0	positive	0	0	1	-1	-1.346	neutral	0	0	2.1399999999999997	1	0	3
Thanks @apple my girlfriend likes #siri more than me now.	0	positive	0	0	0	1	0	4	-3.081	2.624	0	0.0	0	-0.00390625	positive	0	0	0	-1	-0.7100000000000001	neutral	0	0	1.194	0	0	3
RT @TakeF_Light: Hey @Apple...I know Steve Jobs died &amp; all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light	0	positive	0	1	0	0	0	0	-3.1120000000000005	2.5879999999999996	-3	0.42462158203125	0	0.0	neutral	0	0	0	-1	-4.954	negative	0	0	1.202	0	0	2
@Apple store dude &quot;i hear an accent where ru from?&quot; me &quot;no from ct but ur not 1st 2 tell me that&quot; dude &quot;maybe its... http://t.co/93Ztje8p	0	neutral	0	0	0	0	1	0	-7.088	2.639	0	0.3447265625	0	-0.75	neutral	0	0	1	-1	-3.041	neutral	0	0	0.849	0	0	1
Hey @Apple...I know Steve Jobs died &amp; all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light	0	positive	0	1	0	0	0	0	-3.1120000000000005	1.9749999999999996	-3	0.42462158203125	0	0.0	neutral	0	0	0	-1	-4.954	negative	0	0	1.1640000000000001	0	0	2
SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter	0	positive	1	0	0	1	1	3	-8.331999999999999	2.9630000000000005	0	0.19921875	0	-0.11328125	neutral	0	0	3	-1	-0.616	neutral	0	0	2.872	0	0	2
@CoLDSToRAGE Haven't had a chance to check out the #android overhaul but ebooks are likely a response to @apple newsstand baked into #iOS5	1	neutral	0	0	0	0	0	2	-4.785	4.4079999999999995	0	0.2524330624146387	0	-0.48621273040771484	neutral	0	0	0	-1	-1.8700000000000003	neutral	0	0	2.033	0	0	1
@apple not happy with Apple today. I did the suggested software update and now nothing works!!!	0	positive	1	0	0	2	1	3	-3.428	3.9169999999999994	0	0.53125	1	-0.67578125	negative	0	0	1	-1	-2.9219999999999997	negative	0	0	4.598	1	0	2
Impressive service @apple genius bar metro centre. Power cable replaced free n booked in for screen replacement for free :- D	1	positive	4	0	1	4	0	5	-4.471	4.582	0	0.9728536605834961	0	-0.21875	neutral	0	0	1	-1	-5.3260000000000005	positive	0	0	5.886000000000001	0	0	2
iOS 5 downloaden @apple	0	neutral	0	0	0	0	0	0	-1.75	0.0	0	0.0	0	0.0	neutral	0	0	0	-1	-2.001	neutral	0	0	0.161	0	0	1
@apple no Siri support for Canada sucks #Siri but loving the new iPhone upgrade from my 3GS #iphone4s	0	positive	2	1	0	2	0	4	-5.002000000000001	2.682	-4	1.275634765625	1	-0.1484375	negative	0	0	1	-2	-8.783999999999999	neutral	0	0	3.614	1	0	4
Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!	0	positive	1	1	1	1	0	0	-3.087	3.243	-2	0.45507815484688807	0	-0.625	negative	0	2	1	-1	-5.721	negative	0	0	3.938000000000001	1	0	2
Awesome documentary about how apple was created.. #stevejobs #apple @apple http://t.co/Qetk8ds2	0	positive	1	0	0	1	0	4	-2.436	2.187	0	0.751953125	0	0.0	positive	0	0	0	-1	-0.792	neutral	0	0	4.239	0	0	3
Oops! Apparently @apple is some handle-squatter. Tweetbarassment.	0	positive	0	0	0	0	0	0	-2.6809999999999996	0.925	0	0.6015625	0	0.0	neutral	0	0	0	-1	-0.9369999999999999	neutral	0	0	0.526	0	0	2
Upgraded my iphone software &amp; now the phone is useless. @Apple is telling me I can't even talk to someone about it until 10/21. Unacceptable	0	negative	1	2	2	1	0	0	-8.896999999999998	0.079	-4	0.0242767333984375	0	-0.8482666015625	negative	1	2	1	-3	-8.052000000000001	negative	0	0	2.9419999999999997	0	0	1
This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple	0	neutral	0	0	0	0	1	0	-2.399	2.1350000000000002	0	0.3974609375	0	-0.414215087890625	neutral	0	1	0	-1	-2.8960000000000004	neutral	0	0	2.4379999999999997	0	1	1
RT @deb_lavoy: the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple	0	positive	1	1	0	1	1	5	-5.0809999999999995	4.164000000000001	0	0.623046875	0	-0.2817225903272629	positive	0	1	1	-1	-6.314	positive	0	0	3.3850000000000002	0	0	2
the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple	0	positive	1	1	0	1	1	5	-5.0809999999999995	3.551	0	0.623046875	0	-0.2817225903272629	neutral	0	1	1	-1	-6.314	positive	0	0	3.3470000000000004	0	0	2
IOS5 has one problem when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple	0	negative	0	1	1	0	0	2	-7.588	1.28	-2	0.11377334594726562	1	-0.3515281677246094	negative	1	1	1	-2	-5.061999999999999	negative	0	0	2.82	2	1	2
This is SO TRUE ! @stevejobs @apple iCry too http://t.co/XvBymBhL	0	positive	1	0	1	0	0	2	-1.9499999999999997	0.9	0	0.10689544677734375	1	-0.0625	neutral	0	0	1	-1	-0.849	neutral	0	0	0.213	1	0	3
Figure I'd try out Twitter...  Since @Apple is incorporating it in the new iOS5 it has to be good right?	1	positive	2	0	1	2	1	3	-4.254999999999999	2.276	0	0.9681188482791185	1	-0.0554154478268174	positive	0	0	1	-1	-2.185	neutral	0	0	1.8039999999999998	1	0	2
I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail	0	negative	4	3	3	1	0	3	-5.612	1.425	-7	0.955451904296875	0	-1.03515625	negative	2	3	0	-4	-6.407	negative	3	2	1.703	0	3	2
Outside @Apple store killing time pre-race w/@Runningista. 21 people already lined up for the 4S iPhone.	0	negative	0	1	0	0	2	0	-2.775	1.076	-3	0.2491455078125	0	-0.25	neutral	1	1	1	-2	-3.79	neutral	0	1	2.089	0	1	1
My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job @apple.	0	positive	1	0	0	1	0	3	-4.814	1.413	0	0.4443359375	0	-0.07326889038085938	negative	0	1	1	-1	-8.439999999999998	positive	0	1	3.276	0	0	2
It would have taken me 15 mins to write this with my #Blackberry. Thank u @Apple 4s for converting me and showing me the grass is greener!	0	positive	1	0	0	1	0	2	-5.000000000000002	4.646	0	0.0	0	-0.22210979461669922	positive	0	0	0	-1	-3.645	positive	0	0	4.384	0	0	2
Dear @Apple.inc Facetime doesn't work in here Fuck You	0	negative	1	1	0	1	0	2	-2.824	0.976	-4	0.3750613557640463	0	0.0	negative	0	0	1	-3	-2.023	negative	0	0	0.896	0	0	2
this reader button for safari is perfect for fic @apple #ios5 #stevejobsday	0	positive	1	0	0	1	1	3	-1.8159999999999998	1.8270000000000002	0	0.1484375	1	0.0	neutral	0	0	2	-1	-0.984	neutral	0	0	4.128	1	0	2
MacBook Pros constrained new models appear in Appleâ€™s inventory system @apple @macbookpro... http://t.co/blGr9Ue5	0	neutral	0	0	0	1	0	0	-2.6719999999999997	1.552	-2	0.0758056640625	0	-0.5537109375	neutral	0	1	0	-1	-1.8379999999999999	neutral	0	0	2.603	1	0	1
