content	NCRsurprise	SSPOL	OPW	BLNW	ONW	BLPW	NCRanticipation	APO	NRCHASHNEG	S140LEXPOS	ANE	SWP	NCRjoy	SWN	s140	NCRsadness	NCRnegative	NCRpositive	SSN	S140LEXNEG	label	NCRdisgust	NCRanger	NRCHASHPOS	NCRtrust	NCRfear	SSP
JR Smith wanna be a starter so damn bad lol, nigga said 6th Man of the Year Award is not what he's thinking about	1	negative	1	2	2	1	1	6	-7.5009999999999994	2.479	-7	0.4410400390625	1	-1.2236785888671875	neutral	1	2	1	-2	-5.705999999999999	neutral	2	2	1.0	2	1	2
Today's future of news wood: free Hawkeye Lego toy on the cover of Murdoch's Sun http://pinterest.com/pin/118008452707468658/ …	1	neutral	1	0	0	1	1	1	-0.18	2.7830000000000004	0	0.3200452625678736	1	0.0	neutral	0	0	1	-1	-0.587	neutral	0	0	7.414	2	0	1
Rocking out to Good Girl by @carrieunderwood at the gym. How exactly does one rock out while on a treadmill, you may ask? Well, it involves	1	positive	2	0	0	2	2	3	-2.4879999999999995	6.242	0	1.1356453337222339	1	-0.31726837158203125	positive	0	0	2	-1	-1.1380000000000001	positive	0	0	7.3740000000000006	1	0	2
Parma's 3-1 v Roma: Biabiany was offside on the 1st pass attempt, but the ball stopped on the wet pitch and he received the ball on 2nd one!	0	positive	0	0	0	0	1	0	-4.828000000000001	1.902	-1	0.47662350001354525	0	-0.001953125	neutral	0	0	1	-1	-4.3629999999999995	neutral	0	0	3.336	0	0	2
Jennifer Aniston & Drew Barrymore: Fill In The Blank!: At the 2012 LACMA Art + Film Gala on Sat... http://adf.ly/EA8Hn  #Hollywood #news	1	positive	0	0	0	0	1	0	-1.071	5.354	0	0.2109375	1	-0.0672607421875	neutral	1	0	1	-1	-2.877	neutral	0	0	10.643999999999997	1	0	2
i think she said shes coming to alsip tomorrow *begins texts all my ladies*	0	neutral	0	0	0	0	2	0	-1.7570000000000001	1.2069999999999999	0	0.4215087890625	0	-0.0625	negative	0	0	0	-1	-2.604	neutral	0	0	2.878	0	0	1
AHHHHH just got Lauren's email!!! We are going to snap tomorrow #beready	0	positive	1	0	0	0	1	0	-0.612	2.179	0	0.18140722811222076	0	-0.21875	neutral	0	0	0	-1	-1.137	positive	0	0	2.6270000000000002	0	0	2
ASTROLOGY NUMEROLOGY NOW host Z. STARMAN talks about the upcoming MERCURY RETROGRADE that begins November 6th -... http://fb.me/1Js9Vmn1o 	0	neutral	0	0	0	0	0	0	-0.9840000000000001	5.032000000000002	0	0.001953125	0	-0.135498046875	neutral	0	1	0	-1	-0.20500000000000002	neutral	0	0	4.17	0	0	1
Bring it On CD signing and performance event w @Lin_Manuel tomorrow at 300pm. Barnes and Noble on 86th and Lexington in Manhattsn:-)	0	neutral	1	0	0	1	1	2	-0.362	2.46	0	0.240234375	0	-0.046875	positive	0	0	1	-1	-0.5279999999999999	neutral	0	0	4.545	1	0	1
Club Bodi may be out the question tonight	0	neutral	0	0	0	0	0	0	-0.708	1.124	0	0.1937255859375	0	-0.002384185791015625	neutral	0	0	1	-1	-0.10200000000000001	neutral	0	0	0.7739999999999999	0	0	1
They say you are what you eat, but it's Friday and I don't care! #TGIF (@ Ogalo Crows Nest) http://4sq.com/R1YJSN 	0	positive	1	0	0	0	0	2	-4.601	3.595	0	0.19000244140625	0	-0.15621566772460938	neutral	0	0	1	-1	-2.389	positive	0	0	3.4199999999999995	1	0	3
http://bit.ly/b6bkTH  Haye: Vitali deal 'signed': David Haye still expects a fight with Vita... http://bit.ly/RCJgbM  CLICK-1st-LINK! 2WIN	1	negative	1	0	1	0	1	0	-2.5570000000000004	3.037	-1	0.009765625	1	-0.10308647155761719	neutral	0	1	1	-3	-0.806	neutral	0	1	3.975	1	1	2
If you live in the South Orlando area, be on the lookout. @Wawa has its 6th site opening on October 30th near the Florida Mall!	0	positive	1	0	0	0	0	0	-2.069	4.533	0	0.19719552993774414	0	-9.765625E-4	positive	0	0	0	-1	-1.538	neutral	0	0	5.227000000000001	0	0	2
Hey everyone! Who's excited for Cosplay Casino Night tomorrow?! It's in the Center for Social Justice, at our... http://fb.me/2yexYvRtS 	1	positive	2	0	0	1	2	5	-2.398	5.810999999999999	0	0.140594482421875	1	-0.0361328125	positive	0	0	3	-1	-0.647	positive	0	0	4.152000000000001	3	0	3
Ghost Rider 2 is pretty shit.. I liked the 1st one in all honesty but the 2nd is badly directed.. the shaky camera style is disorientating	0	positive	2	3	2	3	2	3	-3.505	4.614	-10	1.1610107421875	1	-0.66064453125	negative	1	3	3	-2	-5.441000000000001	negative	1	2	1.9709999999999996	2	2	3
#NEW #SHIT 10 Things to Know for Friday: The U.S. Postal Service, on the brink of default on a second... http://bit.ly/SHGhDu  #NEW #SWAG	0	negative	0	1	0	0	0	0	-3.548	3.3079999999999994	-4	0.576171875	0	-0.4482421875	neutral	1	2	0	-2	-1.669	negative	2	1	3.1270000000000002	0	1	1
Heat vs Knicks gone be the best series in the 1st round..	0	positive	1	0	0	1	0	3	-1.014	2.07	0	0.16991428285837173	0	-0.296875	neutral	0	0	0	-1	-2.089	positive	0	0	3.1940000000000004	1	0	2
I'm going to Halestorm at Backstage Live in San Antonio, TX - Nov 10 http://bnds.in/Ou2CiH 	0	neutral	1	0	0	0	0	0	-0.392	0.981	0	0.03252267837524414	0	-0.21875	neutral	0	0	0	-1	-1.259	neutral	0	0	2.8309999999999995	0	0	1
Playstation Vita ordered. I should have it on Tuesday and then LBPV the Tuesday after that. :)	0	neutral	0	0	0	0	0	0	-1.774	1.9159999999999997	0	0.1171875	0	-0.15570354461669922	neutral	0	0	0	-1	-1.224	neutral	0	0	5.489000000000001	0	0	1
Man, I'm sorry for the death of MR.MITCH LUCKER. May he rest in PEACE.	1	negative	1	2	2	1	2	2	-3.187	1.111	-3	0.0400390625	1	-0.162078857421875	negative	1	1	2	-2	-3.0380000000000003	negative	1	1	1.565	1	1	1
nickelodeon slimefest is on saturday 15th of September at the Hordern Pavilion near moore park feat. justice crew, stan walker and many more	1	neutral	2	0	0	1	1	2	-2.2910000000000004	6.221999999999999	0	0.4375	1	-9.765625E-4	neutral	0	0	2	-1	-1.471	neutral	0	0	7.716	2	0	1
Jinja Safari have Hiccups, catch them live this Thursday with Opossom and White Arrows on the Blind Date Tour http://ow.ly/cUYWt 	1	neutral	2	1	1	0	1	0	-0.9470000000000001	1.366	-1	0.06377267837524414	1	-0.43629175587557256	neutral	0	1	1	-1	-2.9279999999999995	neutral	0	0	4.5	1	0	1
Just met with CJ, banjo player in @MatrimonyBand! Come out to Neighborhood Theatre on June 23rd for the concert! You won't want to miss it!!	0	negative	2	1	1	0	1	1	-3.4970000000000008	5.2829999999999995	-2	0.29767513275146484	0	-0.4022865295410156	neutral	0	1	0	-2	-3.4389999999999996	positive	0	0	5.48	0	0	2
Are U in NY? Do U want freedom for Khader Adnan? Are U awesome? If so, U better be at the rally in NY, Feb 20 4:30-7:30 at Israeli embassy	0	positive	5	0	0	3	0	9	-5.9479999999999995	5.273999999999999	0	1.363250732421875	1	-0.3876609802246094	neutral	0	0	1	-1	-2.975	neutral	0	0	4.3340000000000005	1	0	3
Raleigh and Fayette Counties have been added to the Winter Storm Watch from late Sunday to late Tuesday. Higher... http://fb.me/1nqu98H2X 	0	neutral	0	0	1	0	1	0	-1.8700000000000003	2.066	0	0.4130859375	0	-0.3165922164916992	neutral	2	3	0	-1	-3.166	neutral	0	1	6.473000000000001	0	1	1
Mass tomorrow then Retreat Friday with da homie @bradychant	0	positive	0	1	1	0	1	0	-0.5609999999999999	1.434	-1	0.0235595703125	0	-0.03271484375	positive	0	0	0	-1	-0.151	neutral	0	0	2.6639999999999997	0	0	2
Well, monsoon coming in from the North and the Bomb Squad down in Midtown on the 15th. Time to go.	1	positive	1	1	2	1	2	0	-0.343	2.0759999999999996	-1	0.4016054422255838	0	-0.03125	neutral	2	2	0	-1	-2.4939999999999998	neutral	0	1	5.109000000000001	0	1	2
Tomorrow is going to be an easy day. Just show my bib cards for Eng which will be like 25 mins since I'm LAST then get my test back in math	0	positive	5	0	0	2	1	3	-2.7419999999999995	2.8110000000000004	0	1.0471712341386592	0	-0.375	neutral	0	0	0	-1	-4.891	positive	0	0	3.741	1	0	2
Hey! Lauren (clarinet!) would like you all to know about this event hosted by BRIC! Hey everyone, so on Sunday,... http://fb.me/268bok1aA 	0	positive	1	0	0	1	0	2	-2.133	6.092999999999999	0	0.63800048828125	0	-0.25	positive	0	0	0	-1	-0.9460000000000001	neutral	0	0	7.922000000000001	0	0	3
Now gotta wait for Friday for the Knicks first game #3seed	0	neutral	0	0	1	0	1	0	-0.8660000000000001	2.033	0	0.004413604736328125	0	-0.145111083984375	neutral	0	1	0	-1	-0.404	neutral	0	0	2.194	0	0	1
On Thursday over fifty countries and international organisations will come together for the London Conference on... http://fb.me/JZlsET1t 	0	neutral	1	0	0	0	0	0	-1.11	1.5399999999999998	0	0.07819271087646484	0	-0.15625	neutral	0	0	0	-1	-0.5740000000000001	neutral	0	0	2.8120000000000003	0	0	1
Damn. I would totally buy the Sun for this. @michaelroston: Future of news again: Free Hawkeye Lego with Murdoch's Sun http://pinterest.com/pin/118008452707468663/ …	2	neutral	1	1	1	1	2	1	-2.666	2.178	-4	0.875709056854248	2	-0.28125	neutral	0	1	2	-1	-2.691	positive	1	1	7.529	2	0	1
@WSJ: The U.S. Postal Service reported a $5.2 billion quarterly loss, says it is nearly out of cash.<-- Sat mail will be gone very soon...	0	negative	1	1	1	0	1	0	-5.757999999999999	1.8269999999999997	-3	0.3009033203125	0	-0.6879310607910156	negative	1	1	0	-3	-5.002	negative	0	1	1.752	0	1	1
haven't watched TTOA with Eng Sub yet. gotta sleep now. gonna watch it tomorrow. (~O~)zZ Gud nite tlist.	0	neutral	0	0	0	0	2	0	-1.376	1.721	0	0.2880859375	0	-0.5658597946166992	positive	0	0	0	-1	-1.949	neutral	0	0	3.29	0	1	1
played the song 'Ain't No Need To Worry (Album Version)' by THE WINANS on @myspace http://lnk.ms/X9241 	0	negative	0	1	1	0	1	0	-1.4440000000000002	3.855000000000001	-4	0.1630859375	0	-0.482421875	positive	1	1	0	-4	-1.433	neutral	0	0	3.5860000000000003	0	1	1
Our SE member the Alresford Community Choir to share the stage with Brit Award winning @TheBandBlake on Sep 15 @TRwinchester. How exciting!	3	positive	2	0	0	3	4	11	-1.337	5.691000000000001	0	0.7578125	5	0.0	positive	1	0	6	-1	-0.893	positive	1	0	6.334	4	0	4
Nobel Peace laureate Jose Ramos-Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim ... http://tf.to/a7bF6 	1	negative	1	1	0	1	2	2	-8.836	4.155	-2	1.3023681640625	1	-0.125	neutral	0	0	2	-2	-0.603	negative	0	0	3.1500000000000004	2	1	1
I'm excited for Riri's 7th studio album Unapologetic See the album cover: pic.twitter.com/75sWc2pd	1	positive	1	0	0	1	1	3	-0.34600000000000003	4.659000000000001	0	0.15289393066632329	1	-0.28125	positive	0	0	1	-1	-0.418	positive	0	0	8.371	2	0	3
Every Thursday I fall more and more in love with Maya Rudolph	0	positive	1	1	1	1	0	3	-1.04	2.2279999999999998	0	0.41772470518149873	1	-0.03125	neutral	1	1	1	-1	-1.842	positive	0	0	4.135	0	0	3
Open Dialog is cosponsoring with GLOBES to present to you Searching for Social Justice next Wednesday at 6pm. http://fb.me/K5jLTghb 	1	neutral	2	0	0	0	1	2	-2.293	2.5860000000000003	0	0.4882802963256836	1	-0.03321399201377062	neutral	0	0	2	-1	-1.539	neutral	0	0	4.76	2	0	1
#WednesdayWisdom from the old @OzingaRMC Alsip Sign: Do it now, since it will be yesterday tomorrow. pic.twitter.com/Vc9dxiwJ	0	neutral	1	0	0	0	1	0	-1.4579999999999997	0.425	0	0.0463869571685791	0	-0.16012191772460938	positive	0	0	0	-1	-1.173	neutral	0	0	1.512	0	0	1
@alfredoflores follow @amandawanxo and meet her on NOVEMBER 26. she deserves to meet you,crew & justin. She'll be at the bell center at 4!.	0	positive	0	0	0	0	0	0	-1.119	4.936999999999999	0	0.14122162759304047	0	0.0	positive	0	0	1	-1	-1.5030000000000001	positive	0	0	4.021	1	0	2
extra point is no good. Its DSU 28, Morgan State 20 with 5:02 left in the 3rd quarter.	1	positive	1	0	0	1	1	3	-2.447	2.137	-1	0.9195550102813286	1	-0.15673828125	negative	0	0	2	-1	-5.36	negative	0	0	3.0030000000000006	1	0	2
I think Matty may have just implied that Max is doing a Christmas song. Or Lulu. Or Durston.	0	neutral	1	0	0	0	0	0	-2.848	3.7310000000000003	0	0.4300537109375	0	-0.21820354461669922	neutral	0	0	0	-1	-1.179	neutral	0	0	2.777	0	0	1
@Jadeybugg4 if you get ungrounded tomorrow go to Lauren's birthday kickback	1	neutral	0	0	0	0	2	0	-2.1130000000000004	2.7330000000000005	0	0.014469205401837826	1	-0.03125	positive	0	0	1	-1	-1.451	neutral	0	0	2.1630000000000003	0	0	1
im spending my hole friday wit bo we gone blow sme keisha nd grab a pack of blacks nd watch the battle of lebron career vs. CARMELO ANTHONY	0	neutral	0	1	3	0	2	0	-6.231	3.1290000000000004	-1	0.4130859375	0	-0.6189575009047985	neutral	0	2	2	-1	-5.975	neutral	0	2	2.92	0	1	1
Scrubbin to the max tomorrow cause I gotta work out and leave for a game.	1	neutral	0	0	1	1	1	0	-1.685	0.499	-1	0.007873855764046311	0	-0.13581466674804688	negative	1	1	0	-1	-3.4139999999999997	neutral	0	0	2.6129999999999995	0	0	1
i keep thinking about the fact that MMG will be in lexington on saturday and i won't be there:(((((	0	neutral	1	0	0	0	0	0	-2.3080000000000003	1.004	0	0.271728515625	0	-0.21875	negative	0	0	0	-1	-1.3559999999999999	negative	0	0	1.7189999999999999	1	0	1
White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes. DON'T MISS THIS. http://fb.me/1C5fV8W7p 	0	negative	1	1	1	0	1	0	-1.593	2.0949999999999998	-2	0.1702884435078431	1	-0.1797848343849182	neutral	0	0	2	-2	-2.255	neutral	0	0	4.184	1	0	2
Volunteering 4 the Obama campaign this AM! But I keep waitin 4 #Olivia to come in yelling Super Tuesday is coming people! @KerryWashington	0	positive	1	0	0	1	1	3	-3.517	3.3669999999999995	0	0.07819271087646484	0	-0.71875	neutral	0	0	0	-1	-2.661	positive	0	0	9.794	0	0	3
Anonymous' WikiLeaks like Project Tyler to Launch in December: A hacker, who claims to be a member of the hackin... http://bit.ly/XXL9US 	0	positive	1	0	0	1	1	2	-3.515	3.4170000000000007	0	0.1802978515625	0	-0.609375	neutral	0	1	1	-1	-1.5110000000000001	neutral	0	0	3.585	0	0	2
Going to 3MPH: a Woman's Walk Around the ... at Chautauqua Community House on Mon, Nov 12 http://zvents.com/e/JgmeX/1V 	0	neutral	0	0	0	0	0	0	-0.20299999999999999	1.561	0	0.10992431640625	0	-0.25	neutral	0	0	1	-1	-0.953	neutral	0	0	2.57	0	0	1
Erotic Asphyxiation, Evanescence, Strip Clubs and Kaaba have been the topics of my discussions today! Happy Friday?!	2	positive	1	0	0	1	2	3	-1.5070000000000003	5.805	0	0.84375	2	-0.17132949829101562	positive	2	2	2	-1	-1.282	positive	0	0	4.09	2	0	2
@sue_bryce hey sue. So excited to see you at WPPI U tomorrow. We're coming don Canada and would love to buy you a drink. @catG_photo	1	positive	2	1	0	2	3	6	-4.095000000000001	6.468999999999999	0	0.7981573343276978	2	-0.09375	positive	1	1	3	-1	-1.566	positive	0	1	3.6000000000000005	2	0	3
Tyga's Careless World moving down five spots to No. 48 with 8,300. Headed into his 10th week, the YMCB rapper's LP has sold 199,400 records.	0	negative	1	1	2	0	0	0	-6.103	2.894	-3	0.5749220997095108	0	-1.13427734375	negative	0	0	0	-2	-5.228	neutral	0	0	3.574	0	0	1
on my YM shit right now. just finished listening to I Am Not A Human Being. now going onto Pink Friday. after this, hello Careless World.	0	negative	2	2	1	1	0	0	-5.893	4.435	-6	0.547607421875	0	-1.6062539182858018	positive	0	1	0	-2	-4.6530000000000005	neutral	1	1	6.376000000000001	0	0	1
Its Thursdayyyyy so it's ladies night @IconsGrille come out and get your thirsty Thursday on with the Bomb Squad!!!!	1	negative	0	1	1	0	0	0	-1.681	4.702	-1	0.12317943664675113	0	-0.036563873291015625	positive	1	2	0	-2	-1.7469999999999999	neutral	0	1	4.37	0	1	2
Oct 9 1888 The Washington Monument officially opened to the general public. Have you been to visit?	0	neutral	0	0	0	0	1	0	-2.4160000000000004	1.735	0	0.0625	0	-0.5209379196166992	neutral	0	0	4	-1	-1.6219999999999999	neutral	0	0	2.4610000000000003	1	0	1
Today: Sefton v @AlderCC HOME 12noon - including President's Day; 2nd XI v @newtoncricket Away 12.45pm. Let's hope the forecast's wrong!	1	negative	1	1	1	0	2	2	-3.104	2.725	-2	0.23486328125	1	-0.49908447265625	positive	0	1	3	-3	-3.153	neutral	0	0	3.5480000000000005	3	0	3
S/o to one of my clients for the season ticks! SATURDAY WE ARE LIVE IN LEXINGTON LEVELS http://instagr.am/p/RgVaBxM3LR/ 	0	positive	1	0	0	0	0	0	-0.471	1.66	0	0.03691720962524414	0	-0.109375	neutral	0	0	0	-1	-2.0420000000000003	neutral	0	0	4.4079999999999995	0	0	2
Mexican LLWS pitcher just let up 7 ER in the 1st inning. Sign him up for the Gary Carter Memorial Team@ryanpmacd @getfertlized4 @GrizzDalton	0	neutral	1	0	0	0	0	0	-4.0040000000000004	1.6170000000000002	0	0.5303957462310791	0	-0.0078125	neutral	0	0	0	-1	-2.1620000000000004	neutral	0	0	2.1950000000000003	0	0	1
@mw55 what do you expect Thursday? Are you going to pull out that Mikey Magic on Duels day again? #hopeso	1	neutral	1	0	0	1	1	0	-3.8409999999999997	4.512	0	0.1025390625	0	-0.34658996760845184	positive	0	0	2	-1	-0.96	neutral	0	0	2.52	1	0	1
@swamy39 U proved to be a better scriptwriter than Shazia Ilmi. #Ramdev will end fast or move to Ramlila where he has permission till 30 Aug	0	neutral	2	0	0	2	0	2	-3.4550000000000005	2.2569999999999997	0	0.6213521957397461	0	-0.0625	neutral	0	0	1	-1	-3.1410000000000005	positive	0	0	1.931	0	0	1
@RockstarGames Bring GTA3/Vice City 10th Anniversaries to the PS Vita!	0	positive	0	0	0	0	0	0	-0.398	2.271	0	0.123046875	0	0.0	positive	0	0	0	-1	-0.165	neutral	0	0	2.5040000000000004	0	0	2
So June 9th is the day. This is gonna be worse the the Galaxy Foams	0	negative	0	1	1	0	0	0	-1.414	0.994	-3	0.07759863281250001	0	0.0	neutral	1	1	0	-3	-2.281	negative	0	0	3.0799999999999996	0	1	1
Watch live streaming video of the Pancake Day activities tomorrow at http://www.dailyiowegian.com/live ! Make sure you... http://fb.me/1exf6ZtRd 	0	positive	2	0	0	0	2	0	-0.6819999999999999	3.1350000000000007	0	0.8434738800971322	0	-0.03125	positive	0	0	0	-1	-0.7789999999999999	neutral	0	0	4.316	0	1	2
Other than lemon tea&lemonade. Coke &Pepsi are my 2nd favorites. As unhealthy they are, i cant/wont stop drinking them,they're just so good	1	positive	2	2	1	1	1	5	-3.541	4.046	-3	0.8809835333377123	1	-0.9250478744506836	positive	1	3	1	-1	-1.9540000000000002	positive	2	0	2.948	1	1	2
#Queen is worried about Black M.Hence #Mumbai Riot See#MSM lies thin crowd @ Ramlila on 3rd day:http://www.firstpost.com/india/ramdev-defers-big-revolutionary-announcement-till-sunday-414975.html?utm_source=storypage … n http://www.ibtl.in/column/1286/the-power-of-people-ramlila-maidan …	0	negative	0	2	3	0	0	0	-3.372	1.9269999999999998	-5	0.0927734375	0	-0.8680792450904846	negative	2	3	0	-4	-2.5780000000000003	neutral	0	1	1.258	0	1	1
@Q98Rocks Presents: DETHKLOK with MACHINE HEAD, ALL THAT REMAINS, and BLACK DAHLIA MURDER! TUESDAY, NOVEMBER 13TH AT THE VENUE AT THE HUB!	1	negative	0	1	2	0	0	0	-1.4900000000000002	2.941	-2	0.34765622398117557	0	-0.5412665009498596	positive	2	3	1	-5	-2.0359999999999996	neutral	2	1	5.784999999999999	2	2	2
One more day left in Iqaluit. Back home in Ottawa tomorrow	0	neutral	1	0	0	0	1	0	-0.105	0.28600000000000003	0	0.24414062313735485	0	-0.031982421875	negative	0	0	0	-1	-1.853	neutral	0	0	3.329	0	0	1
Monday at Town Ballroom: RICHIE HAWTIN with LOCO DICE. Dude is so awesome. Tix still avail at http://afterdarkpresents.com  http://youtu.be/05ydm0WuOaM 	0	positive	1	0	0	1	0	4	-3.9450000000000003	2.8629999999999995	0	0.8125	0	-0.4155864715576172	neutral	0	0	0	-1	-4.018000000000001	positive	0	0	8.241	0	0	3
Watched The Wiggles for the 1st time. Was embarrassed for those men & then I remembered that they are probably FILTHY RICH. #parenting	0	negative	1	1	1	1	1	2	-8.072000000000001	3.7439999999999998	-2	0.096099853515625	0	-1.21875	neutral	0	1	0	-3	-1.777	negative	1	0	1.9609999999999999	0	0	1
was sat watching Degrassi then came to the realisation that Little Things will be aired in a while.	0	neutral	1	0	1	0	0	0	-1.976	1.541	0	0.0509033203125	0	-0.53662109375	positive	0	0	0	-1	-1.918	neutral	0	0	3.3250000000000006	0	0	1
The Knicks got the Heat at MSG tomorrow! Gonna be tough but we got this!! #knickstape #GoNewYork	0	negative	0	0	0	1	1	0	-1.2970000000000002	2.1710000000000003	0	0.0322265625	0	-0.17864990234375	negative	1	1	0	-2	-2.58	positive	0	0	2.7070000000000007	0	0	2
Madison don't wipe your black lines off !! It's like Ash Wednesday, you don't wipe that shit off.	0	negative	1	1	1	1	0	2	-4.579000000000001	3.9170000000000003	-4	0.18017578125	0	-1.1661978363990784	neutral	1	3	0	-2	-1.8979999999999997	negative	1	1	1.8140000000000003	0	1	2
If I'm a CiCi's buffet, these mosquitoes are going in on me like obese Catholics on the last Friday of Lent.	0	positive	1	1	1	1	0	2	-3.4849999999999994	1.275	0	0.24459707736968994	0	-0.28125	negative	0	2	0	-1	-4.705	neutral	1	1	4.917	0	0	2
How have I missed that today is National Margarita Day?!?!? Kinda doesn't go with Ash Wednesday.....	0	negative	0	1	0	0	0	0	-2.657	3.1300000000000003	-2	0.14233404213155154	0	-0.6557035446166992	negative	0	1	0	-2	-3.1569999999999996	negative	0	0	4.037000000000001	0	0	2
Tonight's the decider -- will I be at the Garden friday night for Knicks/Heat game 6? Here's hoping for a miracle...	1	positive	2	0	1	1	1	6	-1.545	2.7899999999999996	0	0.1290283203125	2	-0.097259521484375	neutral	0	0	2	-1	-1.307	positive	0	0	4.741	1	0	2
@Michael5SOS are you coming to nz tonight or tomorrow morning?? Waaa im so confused ):	0	negative	0	1	1	0	2	0	-2.8549999999999995	1.8159999999999998	-2	0.0703125	0	-0.3828125	neutral	0	0	0	-2	-2.609	negative	0	0	2.379	0	0	2
http://bit.ly/b6bkTH  Price: I'd take Vitali fight: David Price says he would fight Vitali K... http://bit.ly/PmG0QL  CLICK-1st-LINK! 2WIN	0	negative	0	0	2	0	0	0	-2.549	1.101	-2	0.16552829742244057	0	-0.03125	neutral	0	2	0	-3	-1.454	neutral	0	2	1.061	0	2	2
My Miami Heat are going to Demolish the New York Knicks tomorrow. I am from New York. But sorry knicks!!	0	negative	0	2	2	0	1	0	-3.6490000000000005	3.6339999999999995	-1	0.1837158203125	0	-0.515625	negative	1	1	0	-2	-4.139	positive	0	1	5.784000000000001	0	0	2
Indian Ocean with @simon_reeve got 1.4m viewers on Sunday with repeated programme about Somalia. More than double much trailed show on C4.	0	neutral	0	0	0	0	0	0	-3.519	1.8390000000000002	0	0.4472694396972656	0	-0.06075727939605713	neutral	0	0	0	-1	-1.3559999999999999	neutral	0	0	5.248000000000001	1	0	1
Blessed is the heart that bends, it will never be broken--- Lucas Scott Good pre-bedtime OTH after a busy day! Can't wait for tomorrow #zzzz	1	positive	3	0	1	1	3	3	-3.6380000000000003	6.236000000000001	0	1.3413106817752123	2	-0.609375	positive	0	1	2	-1	-1.3419999999999999	positive	0	0	6.373	1	0	2
Freestyle Wednesday - #NP Big L, Jay Z, Mos Def, Black Thought, Eminem, Yelawolf... Love it	0	positive	1	0	1	1	1	4	-1.2189999999999999	6.364	0	0.8642196655273438	1	-0.16626650094985962	positive	1	1	1	-1	-0.47200000000000003	positive	0	0	4.848999999999999	0	0	3
Winter Storm Watch for portions of the WDBJ7 viewing area until 8:00pm Tuesday. http://bit.ly/J98BFD 	0	neutral	0	0	1	0	1	0	0.0	0.5830000000000001	0	0.2880859375	0	-0.1650390625	neutral	0	1	0	-1	-1.542	neutral	0	1	4.462	0	1	1
About India: Auto production may end FY13 with 6% growth: CMIE - Mumbai: Automobile production, which took a... http://tinyurl.com/d652po2 	0	neutral	0	0	0	0	2	2	-1.301	2.3470000000000004	0	0.001953125	0	-0.375	neutral	0	0	3	-1	-1.4729999999999999	positive	0	0	3.375	0	0	1
Sony's putting out a new PS3 Firmware Update on Tuesday that FINALLY lets you see your PS Vita trophies on PS3. About ****ing time, Sony.	1	neutral	0	0	0	0	2	0	-2.8059999999999996	5.655	0	0.14788877964019775	1	-0.06488418579101562	positive	0	0	1	-1	-2.9729999999999994	neutral	1	0	5.639	1	0	1
First 24 hours in London got given a free rail card, saw 3 squirrels going to work, may have found a home & there's big Alan rickman posters	0	neutral	1	1	1	2	1	2	-1.7310000000000003	2.9559999999999995	0	0.23195251100696623	1	-0.6890287399291992	positive	0	1	1	-1	-3.8070000000000004	neutral	0	1	5.954	1	0	1
GM FBF, let's go ole skool today...The Winans, the choices 1) Tomorrow 2) Uphold Me or 3) Bring Back The Days, the voting begins now!	0	positive	2	0	0	1	1	0	-3.126	2.9919999999999995	0	0.4523926340189064	0	-0.16796875	positive	0	0	0	-1	-2.808	neutral	0	0	3.0090000000000003	0	0	2
@XochilihcoX C'mon Leo where's Endymion....... Or Amsterdam I know he likes Amsterdam. those songs are shit compared to the ones i put	0	positive	0	1	0	1	0	2	-5.677999999999999	3.8200000000000003	-4	0.09649658203125	0	-0.2294921875	neutral	0	1	0	-2	-2.4650000000000003	negative	1	1	4.526000000000001	0	0	3
We closing out the Knicks tomorrow	0	neutral	0	0	0	0	1	0	-0.544	0.676	0	0.0	0	-0.033634185791015625	neutral	0	0	0	-1	-1.1580000000000001	neutral	0	0	1.4060000000000001	0	0	1
Just got the call the magazine is ready for pickup get your copy at the Hands That Heal Fashion Show Nov 4th Mr. Reggie 404-246-9582	0	neutral	3	0	0	2	1	0	-1.662	4.437	0	0.8621292123425519	1	-0.22257089894173987	positive	0	1	1	-1	-1.732	neutral	0	0	4.778	2	0	1
I just need to chill. Can't wait to unleash some aggression at Black Dahlia Murder tomorrow. #GonnaEndALife	1	negative	1	4	5	0	2	0	-2.121	4.019	-4	0.336669921875	0	-1.1232977509498596	neutral	2	4	0	-4	-1.8379999999999999	negative	1	2	3.693	0	2	1
So ready for my birthday. (((: the big SIXTEEN! #sweetsixteen november 22!	1	positive	1	0	0	1	2	1	-0.198	3.5719999999999996	0	0.13692474365234375	1	0.0	neutral	0	0	1	-1	-0.643	positive	0	0	3.327	0	0	2
@isawn_furlan The pretty reckless, my chemical romance, a day to remember, 30 seconds to mars, hey monday, evanescence, mcfly etc ..	2	positive	1	1	1	1	2	3	-1.9659999999999997	5.455	-2	0.55859375	2	-0.78125	positive	2	1	2	-1	-1.3880000000000001	neutral	0	1	6.38	2	2	4
rita oras on xfactor on sunday which means she'll sing shine ya light which i love which makes me happy!:-)	0	positive	3	0	0	2	1	3	-1.4089999999999998	5.404999999999999	0	0.6524417678019461	2	-0.03125	positive	1	0	3	-1	-1.308	positive	0	0	5.8340000000000005	1	0	3
